Model:GBQ L-05SLA, Latitude:31.823635,Longtitude:117.118226,SeaHeight:128,NorthAngle:0,LightBeamNum:-9999,Gate:100,SumShots:20000,PulseWidth:300,CNR:2,RangeResolution:30,ScanMode:PPI,From:0,To:350,Step:10,FixAngle:2,StartRange:15
Date_time,Temperature,Humidity,Pressure,Azimuth,Pitch,Distance,HWindSpeed(m/s),HWindDirection(бу),VWindSpeed (m/s)
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,2205,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,2235,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,2265,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,2295,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,2325,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,2355,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,2385,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,2415,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,2445,-9999,-9999,-9999
2026/09/08 19:22:00,-9999,-9999,-9999,10,2,2475,-9999,-9999,-9999
